x,y,z,phi_pg,di
7.14285714e-02,2.85714286e-01,8.57142857e-01,1.88324620e-01,5.33050578e-01
7.14285714e-02,2.85714286e-01,9.28571429e-01,1.62768718e-01,5.33050578e-01
7.14285714e-02,2.85714286e-01,1.00000000e+00,1.72243966e-01,5.33050578e-01
7.14285714e-02,3.57142857e-01,0.00000000e+00,2.11499565e-01,5.33050578e-01
7.14285714e-02,3.57142857e-01,7.14285714e-02,1.73906593e-01,5.33050578e-01
7.14285714e-02,3.57142857e-01,1.42857143e-01,2.01140917e-01,5.33050578e-01
7.14285714e-02,3.57142857e-01,2.14285714e-01,2.07281899e-01,5.33050578e-01
7.14285714e-02,3.57142857e-01,2.85714286e-01,2.05965973e-01,5.33050578e-01
7.14285714e-02,3.57142857e-01,3.57142857e-01,1.49401080e-01,5.33050578e-01
7.14285714e-02,3.57142857e-01,4.28571429e-01,2.29851088e-01,5.33050578e-01
7.14285714e-02,3.57142857e-01,5.00000000e-01,1.91113892e-01,5.33050578e-01
